Sample,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266
Label,CT,CT,CT,CT,HF,HF,HF,HF
SM 38_4,3609.897865,4151.539334,6150.924514,4166.32947,3367.466453,4143.78319,2248.242502,5774.409737
TG 54_6,8820643.143,17266858.17,14578262.24,13489799.99,22148769.6,25237399.09,24167497.85,27729504.75
TG 56_6,3183286.092,4782151.623,4278973.079,5714635.883,9035687.317,10597327.15,8885637.9,8100226.801
TG 50_4,617480.5494,561257.5775,540312.1483,413610.2074,393453.3493,330362.0951,488200.1437,534555.3787
TG 50_2,628518.2791,331998.5419,429807.132,348239.5886,201359.8053,139883.6695,198492.3695,88616.35762
TG 46_2,3484555.866,2208656.739,2391191.853,982269.8348,803130.8876,808781.7606,1510994.147,1160809.64
TG 62_12,70049.50627,111521.5012,98242.64554,121734.7999,232745.9592,278706.6045,248845.623,162300.3643
TG 64_16,8741.118124,9702.533786,9713.336841,7987.782919,35719.29849,27338.98788,32841.62577,105831.2587
TG 52_4,32772420.97,37380013.34,35047722.1,32106472.37,36529214.96,37863603.35,38555287.55,44385960.62
TG 56_8,6526222.072,11101740.11,9612267.5,11991468.39,19839541.51,21007574.82,19234752.03,28475764.81
TG 51_2,2579138.876,1702514.212,2311313.77,2123144.746,1375441.505,1261043.472,1378861.006,911952.7683
TG 62_8,36549.47953,55282.43771,60854.04307,75662.35669,83589.60449,104769.2035,81689.90892,90209.4764
TG 60_10,250832.7354,334860.0211,297518.2837,394452.7971,822986.4342,854644.4357,848443.4954,859662.3933
TG 53_4,502147.8547,668587.8848,639272.6391,727764.2366,555871.8261,702785.1439,428647.6258,570314.8869
TG 58_10,1315053.847,2011054.574,1461353.732,1947798.68,3857576.478,4899829.1,3477810.129,8274948.149
TG 60_8,188708.4481,201968.1224,285563.3119,353590.7167,366996.4979,394945.6994,245675.1963,275571.0821
TG 58_8,1480308.771,2240838.549,1806760.026,2597338.756,3099287.897,4139079.648,2986864.756,2944943.802
TG 42_0,35984.22606,19648.98848,35227.93424,23141.06765,12428.54475,6737.846814,16597.78802,16341.34531
TG 60_12,360231.8298,545824.0886,508232.8699,838288.9168,1596368.415,1275465.087,1466998.817,2091784.731
TG 49_2,687270.5439,390356.3967,472988.71,256428.2912,174026.1278,145704.1214,265493.5098,265350.3418
TG 51_4,518775.6263,511196.5195,656736.3919,516500.0931,518594.6106,624213.7345,470735.3313,670344.7278
TG 52_6,6560292.863,14158236.7,9171746.504,6456902.819,13515054.52,16216893.24,18722941.79,22832077.14
TG 49_0,28626.42517,16240.98596,27697.93353,36439.24131,13973.28619,25455.04355,32305.61437,13919.87551
TG 42_2,620047.7398,411236.2221,258612.1064,196983.5171,118564.4567,153164.6882,240897.8754,742108.9205
TG 50_0,850213.1527,640626.7081,1193396.181,948182.7495,817388.694,788420.3643,1297472.111,1434882.247
TG 55_6,74372.27857,91621.60189,100889.6485,142156.936,151618.2574,118432.1534,105998.9764,117496.2659
TG 48_0,1118242.473,469131.917,371671.0112,427115.9277,235711.1544,178551.1274,225689.662,233489.4127
TG 54_8,1576908.443,3496000.424,2388321.635,1921049.847,4848953.328,4569356.66,6059003.991,10367457.4
